Latitude,Longitude,Clone
44.88936426,-88.48333743,
44.88891431,-88.48334926,
44.88846436,-88.48336109,
44.88801442,-88.48337291,
44.88756447,-88.48338474,
44.88711452,-88.48339657,
44.88666457,-88.48340839,
44.88621463,-88.48342022,
44.89070569,-88.48266898,
44.89025574,-88.48268081,
44.8898058,-88.48269265,
44.88935585,-88.48270448,
44.8889059,-88.48271631,
44.88845595,-88.48272814,
44.88800601,-88.48273997,
44.88755606,-88.48275181,
44.88710611,-88.48276364,
44.88665617,-88.48277547,
44.88620622,-88.4827873,
44.88575627,-88.48279913,
44.89069728,-88.48203601,
44.89024733,-88.48204785,
44.88979738,-88.48205969,
44.88934744,-88.48207152,
44.88889749,-88.48208336,
44.88844754,-88.4820952,
44.88799759,-88.48210703,
44.88754765,-88.48211887,
44.8870977,-88.48213071,
44.88664775,-88.48214254,
44.88619781,-88.48215438,
44.88574786,-88.48216621,
44.89023891,-88.48141489,
44.88978897,-88.48142673,
44.88933902,-88.48143857,
44.88888907,-88.48145041,
44.88843913,-88.48146225,
44.88798918,-88.4814741,
44.88753923,-88.48148594,
44.88708928,-88.48149778,
44.88663934,-88.48150962,
44.88618939,-88.48152146,
44.88573944,-88.4815333,
44.8893306,-88.48080562,
44.88888065,-88.48081746,
44.88843071,-88.48082931,
44.88798076,-88.48084116,
44.88753081,-88.480853,
44.88708087,-88.48086485,
44.88663092,-88.48087669,
44.88618097,-88.48088854,
44.88573102,-88.48090038,
44.88752239,-88.48022007,
44.88707244,-88.48023192,
44.8866225,-88.48024377,
44.88617255,-88.48025562,
44.88931375,-88.47953971,E1
44.8888638,-88.47955157,
44.88841386,-88.47956342,H1
44.88841386,-88.47956342,
44.88796391,-88.47957528,E1
44.88751396,-88.47958713,H1
44.88706402,-88.47959899,
44.88661407,-88.47961085,
44.88616412,-88.4796227,
44.89290489,-88.47881185,
44.89245494,-88.47882372,
44.89020521,-88.47888303,
44.88975526,-88.47889489,
44.88930532,-88.47890676,
44.88885537,-88.47891862,
44.88840543,-88.47893048,
44.88795548,-88.47894234,E1
44.88750553,-88.4789542,
44.88705559,-88.47896606,
44.88660564,-88.47897792,
44.89379634,-88.47815512,
44.8933464,-88.47816699,
44.89289645,-88.47817886,
44.89244651,-88.47819073,
44.89199656,-88.4782026,
44.89109667,-88.47822633,
44.89064672,-88.4782382,
44.89019678,-88.47825007,
44.88974683,-88.47826194,
44.88929688,-88.4782738,
44.88884694,-88.47828567,
44.88839699,-88.47829754,
44.88794705,-88.4783094,
44.8874971,-88.47832127,
44.88704715,-88.47833313,
44.88659721,-88.478345,
44.8946878,-88.47749837,
44.89423785,-88.47751024,
44.8937879,-88.47752212,E1
44.89333796,-88.47753399,E1
44.89288801,-88.47754587,H1
44.89243807,-88.47755774,
44.89198812,-88.47756961,H1
44.89153818,-88.47758149,
44.89108823,-88.47759336,
44.89063828,-88.47760523,
44.89018834,-88.47761711,
44.88973839,-88.47762898,
44.88928845,-88.47764085,
44.8888385,-88.47765272,
44.88838855,-88.47766459,
44.88793861,-88.47767646,
44.88748866,-88.47768833,
44.88703872,-88.4777002,
44.88658877,-88.47771207,H1
44.89467935,-88.47686536,
44.89422941,-88.47687724,
44.89377946,-88.47688912,
44.89332952,-88.476901,E1
44.89287957,-88.47691288,E1
44.89242963,-88.47692475,
44.89197968,-88.47693663,E1
44.89152973,-88.47694851,H1
44.89107979,-88.47696039,E1
44.89062984,-88.47697227,
44.8901799,-88.47698414,
44.88972995,-88.47699602,
44.88928001,-88.4770079,
44.88883006,-88.47701977,
44.88838011,-88.47703165,
44.88793017,-88.47704353,
44.88748022,-88.4770554,
44.88703028,-88.47706728,
44.88658033,-88.47707915,H1
44.88613038,-88.47709103,
44.89467091,-88.47623235,
44.89422096,-88.47624423,
44.89377102,-88.47625612,
44.89332107,-88.476268,
44.89287113,-88.47627988,H1
44.89242118,-88.47629177,
44.89197123,-88.47630365,E1
44.89152129,-88.47631553,E1
44.89107134,-88.47632742,
44.8906214,-88.4763393,E1
44.89017145,-88.47635118,
44.88972151,-88.47636306,
44.88927156,-88.47637495,
44.88882162,-88.47638683,
44.88837167,-88.47639871,
44.88792172,-88.47641059,
44.88747178,-88.47642247,
44.88702183,-88.47643435,
44.88657189,-88.47644623,H2
44.88612194,-88.47645811,
44.89466246,-88.47559934,
44.89421251,-88.47561123,E1
44.89376257,-88.47562311,
44.89331262,-88.475635,
44.89286268,-88.47564689,
44.89241273,-88.47565878,
44.89196279,-88.47567067,
44.89151284,-88.47568256,E1
44.8910629,-88.47569445,E1
44.89061295,-88.47570633,
44.890163,-88.47571822,E1
44.88971306,-88.47573011,
44.88926311,-88.47574199,
44.88881317,-88.47575388,
44.88836322,-88.47576577,
44.88791328,-88.47577765,
44.88746333,-88.47578954,
44.88701339,-88.47580142,H1
44.88656344,-88.47581331,
44.88611349,-88.47582519,
44.89375411,-88.47499011,
44.89330417,-88.47500201,
44.89240428,-88.4750258,
44.89195433,-88.47503769,
44.89150439,-88.47504958,
44.89105444,-88.47506147,E1
44.8906045,-88.47507337,
44.89015455,-88.47508526,
44.88970461,-88.47509715,
44.88925466,-88.47510904,
44.88880472,-88.47512093,
44.88835477,-88.47513282,
44.88790483,-88.47514471,E1
44.88745488,-88.47515661,
44.88700493,-88.4751685,
44.88655499,-88.47518039,
44.88610504,-88.47519227,
44.89194588,-88.47440471,H1
44.89149593,-88.47441661,H1
44.89104599,-88.4744285,E1
44.89104599,-88.4744285,E2
44.89059604,-88.4744404,
44.8901461,-88.4744523,
44.88969615,-88.47446419,H1
44.88924621,-88.47447609,
44.88879626,-88.47448799,
44.88834632,-88.47449988,
44.88789637,-88.47451178,
44.88744643,-88.47452367,
44.88699648,-88.47453557,
44.88654653,-88.47454746,
44.89148747,-88.47378363,
44.89103753,-88.47379553,
44.89058758,-88.47380743,H1
44.89013764,-88.47381934,
44.88968769,-88.47383124,E3
44.88923775,-88.47384314,
44.8887878,-88.47385504,
44.88833786,-88.47386694,
44.88788791,-88.47387884,
44.88743797,-88.47389074,
44.88698802,-88.47390264,
44.88653808,-88.47391454,
44.89147901,-88.47315065,
44.89102907,-88.47316256,
44.89057912,-88.47317447,
44.89012918,-88.47318638,
44.88967923,-88.47319828,E1
44.88967923,-88.47319828,
44.88922929,-88.47321019,
44.88877934,-88.47322209,
44.8883294,-88.473234,
44.88787945,-88.47324591,
44.88742951,-88.47325781,
44.88697956,-88.47326972,
44.8910206,-88.47252959,
44.89057066,-88.4725415,
44.89012071,-88.47255342,E1
44.88967077,-88.47256533,
44.88922082,-88.47257724,
44.88877088,-88.47258915,
44.88832093,-88.47260106,
44.88787099,-88.47261297,
44.88742104,-88.47262488,
44.8869711,-88.47263679,
44.89011224,-88.47192046,E1
44.8896623,-88.47193237,H1
44.88921235,-88.47194429,H1
44.88876241,-88.4719562,
44.88831246,-88.47196812,
44.88786252,-88.47198003,
44.88741257,-88.47199195,
44.88696263,-88.47200386,
44.89010377,-88.4712875,E1
44.88965382,-88.47129942,E1
44.88920388,-88.47131134,
44.88875393,-88.47132326,
44.88830399,-88.47133518,
44.88785405,-88.4713471,
44.8874041,-88.47135902,
44.89009529,-88.47065454,
44.88964535,-88.47066646,H1
44.8891954,-88.47067839,H1
44.88874546,-88.47069031,E1
44.88829551,-88.47070224,
44.88784557,-88.47071416,
44.88739562,-88.47072609,
44.88694568,-88.47073801,
44.88963687,-88.47003351,
44.88918692,-88.47004544,
44.88873698,-88.47005737,
44.88828703,-88.4700693,
44.88783709,-88.47008123,
